,sex,birthyear,height_ft,height_in,experience02,hhsize97,homelessness,faminjail,foodstamp,marijuana,cocaine,anydrug,numberofarrestsby2002,arrestedafter2002,convictedby2002,num_weight,birthmonth,race_ethnicity,race_specific,weight,married02,educ02,college02,parentrelations,urbanrural,victim,askgod,godhasnothingtodo,expectdeath,depression,race
1215,1,1981,5,5,1,5,0,0,0,1,0,1,5,0,1,162.0,11,1,5,31,5,3,6,5,4,0,3,2,1,2,3
1216,1,1984,5,6,2,6,0,0,0,1,0,1,1,1,0,148.0,3,1,3,29,5,0,3,9,4,0,2,3,1,3,3
1217,1,1984,6,5,0,5,0,0,0,1,0,1,1,0,0,268.0,3,3,5,,5,4,1,9,4,0,3,2,1,2,5
1218,1,1981,5,10,1,3,0,0,0,1,0,1,1,0,1,198.0,1,3,5,70,5,4,1,8,2,0,2,2,1,3,5
1219,1,1982,6,1,3,4,0,0,0,1,1,1,7,1,1,187.0,8,3,5,55,5,4,7,9,2,0,3,2,1,2,5
1220,0,1981,5,10,4,6,0,0,0,1,1,1,1,0,0,137.0,9,3,5,11,5,4,7,8,4,0,3,2,1,2,5
1221,1,1983,5,10,2,5,0,0,0,0,0,0,1,0,0,160.0,8,0,2,40,4,4,0,7,4,0,3,2,1,2,2
1222,1,1981,5,4,2,2,0,0,1,1,0,1,1,0,1,130.0,0,3,5,14,4,0,8,5,2,1,3,2,1,2,5
1223,0,1983,5,2,4,5,0,0,0,1,1,1,4,0,1,110.0,7,3,5,4,4,4,0,7,4,1,2,2,1,2,5
1224,0,1984,5,4,3,4,0,0,0,1,1,1,1,0,0,130.0,0,3,5,14,5,0,3,5,4,0,3,2,1,3,5
1225,1,1980,6,1,0,7,0,0,1,0,0,0,3,0,1,162.0,0,0,2,31,4,0,8,2,1,0,3,3,12,2,2
1226,1,1983,5,7,0,5,0,0,0,1,0,1,4,0,1,155.0,3,0,2,35,5,0,8,7,4,0,3,2,1,2,2
1227,1,1981,5,11,2,3,0,0,0,0,0,0,1,0,0,168.0,6,1,3,48,5,4,7,5,4,0,2,3,1,2,3
1228,1,1982,5,9,2,4,0,0,0,1,0,1,1,1,0,140.0,3,3,5,22,4,3,6,9,2,0,2,2,1,2,5
1229,1,1984,5,9,0,4,0,0,0,1,1,1,2,1,1,140.0,0,3,5,22,5,0,3,9,4,0,3,2,1,2,5
1230,0,1982,5,4,0,3,0,0,0,1,1,1,2,0,1,130.0,7,0,2,14,5,3,6,7,0,0,3,3,1,0,2
1231,0,1981,4,11,0,5,0,0,0,1,0,1,1,0,0,130.0,10,1,5,14,4,3,6,7,4,0,3,3,1,2,3
1232,1,1980,6,0,3,4,0,0,1,1,0,1,1,1,1,165.0,3,0,2,45,4,0,6,12,4,0,3,2,2,2,2
1233,0,1981,5,4,0,3,0,1,0,0,0,0,1,0,1,189.0,10,1,3,64,2,0,6,7,0,0,3,3,1,3,3
1234,1,1980,5,9,3,3,0,0,0,1,0,1,1,0,0,165.0,8,3,5,45,3,0,8,7,4,0,3,2,2,2,5
1235,1,1980,6,0,2,4,0,0,0,1,0,1,2,0,0,168.0,9,0,2,48,5,4,7,7,3,1,3,2,2,2,2
1236,1,1982,6,3,1,3,0,0,0,0,0,0,5,1,1,212.0,5,3,5,71,5,0,8,7,4,0,3,3,1,2,5
1237,1,1984,5,11,1,5,0,0,0,1,1,1,1,0,0,162.0,7,3,5,31,5,3,6,7,0,0,2,3,1,2,5
1238,0,1983,5,5,1,7,0,0,0,0,0,0,1,0,0,117.0,10,1,3,6,4,4,7,2,1,0,3,3,1,3,3
1239,1,1980,5,6,2,7,0,0,0,1,1,1,1,1,1,142.0,4,1,3,23,4,4,7,9,4,1,2,2,8,2,3
1240,1,1983,6,0,1,4,0,0,0,1,1,1,2,0,1,230.0,11,3,5,82,5,0,8,9,0,0,2,3,1,0,5
1241,1,1982,5,11,1,6,0,0,0,0,0,0,1,0,1,190.0,6,1,3,65,5,4,9,9,4,0,2,2,1,2,3
1242,0,1983,5,10,2,2,0,0,0,1,1,1,1,0,1,220.0,4,3,5,79,5,4,7,7,4,0,3,2,1,3,5
1243,1,1981,6,0,1,4,0,0,0,0,0,0,1,0,0,190.0,5,3,5,65,4,4,7,9,4,0,2,2,1,2,5
1244,1,1982,5,10,2,4,0,0,0,1,0,1,9,0,1,170.0,3,3,5,50,4,4,9,9,4,0,3,2,1,2,5
1245,0,1980,5,6,1,4,0,0,0,1,0,1,1,0,1,115.0,8,3,5,5,5,4,9,9,4,0,2,2,11,2,5
1246,1,1982,6,4,1,2,0,0,0,0,0,0,2,0,1,210.0,5,0,2,75,5,3,6,7,4,0,3,2,1,2,2
1247,1,1981,6,2,4,5,0,0,1,1,0,1,2,0,1,167.0,9,0,2,47,5,0,8,7,4,0,3,2,1,2,2
1248,1,1981,5,8,1,4,0,0,0,0,0,0,1,0,1,135.0,10,3,5,17,5,4,0,9,4,1,3,2,1,2,5
1249,1,1984,6,0,2,4,0,0,0,0,0,0,1,0,0,129.0,3,0,2,,5,4,7,9,2,0,3,2,1,3,2
1250,1,1980,6,1,2,5,0,0,0,1,0,1,9,0,1,180.0,10,1,3,57,5,3,0,9,4,1,3,2,13,3,3
1251,1,1983,5,11,3,4,0,1,0,1,0,1,1,1,1,155.0,11,1,3,35,5,0,8,8,4,1,3,2,1,3,3
1252,0,1982,5,5,1,3,0,0,0,1,0,1,1,0,0,120.0,7,0,2,8,5,4,7,7,0,0,3,3,1,2,2
1253,1,1982,6,1,3,4,0,0,0,1,0,1,5,0,1,160.0,1,3,5,40,5,4,7,7,4,0,3,2,1,3,5
1254,1,1984,6,9,1,4,0,0,0,1,0,1,1,0,0,185.0,1,3,5,61,5,4,9,9,0,0,2,3,1,2,5
1255,1,1983,5,7,2,2,0,0,0,0,0,0,1,0,0,140.0,10,0,2,22,5,3,6,2,1,1,3,3,1,2,2
1256,1,1982,5,8,0,5,1,1,0,1,1,1,3,0,0,148.0,5,0,2,29,5,0,8,7,2,0,3,3,1,3,2
1257,1,1982,5,9,2,3,0,0,0,1,1,1,1,0,0,155.0,8,3,5,35,5,4,9,9,4,0,3,2,1,2,5
1258,0,1983,5,5,1,3,0,0,0,1,1,1,2,0,0,140.0,1,3,0,22,3,0,8,7,2,0,3,2,1,3,0
1259,1,1983,6,1,0,5,0,0,0,1,0,1,2,0,1,187.0,2,0,2,55,5,0,3,7,4,0,3,2,1,2,2
1260,1,1983,6,1,1,4,0,0,0,0,0,0,1,1,0,145.0,11,3,5,26,4,0,8,7,2,0,3,2,1,3,5
1261,1,1981,5,10,0,6,0,0,0,1,0,1,3,0,1,136.0,7,0,2,18,5,0,8,9,4,0,3,2,1,3,2
1262,0,1980,5,2,0,9,1,0,1,1,0,1,1,0,1,173.0,11,0,2,53,5,0,8,7,4,0,3,3,0,3,2
1263,0,1982,5,4,1,6,0,0,0,1,1,1,2,1,1,108.0,8,1,3,3,5,3,0,2,1,0,3,2,1,2,3
1264,0,1980,5,1,0,2,0,0,0,1,1,1,4,1,1,162.0,1,0,2,31,5,4,9,7,4,0,3,2,2,2,2
1265,1,1982,5,6,5,4,0,0,0,1,1,1,4,0,1,135.0,8,3,5,17,5,4,9,9,4,1,2,3,1,0,5
1266,0,1984,5,3,1,5,0,0,0,1,1,1,1,0,0,140.0,5,3,5,22,5,4,7,7,2,0,3,2,1,3,5
1267,1,1982,5,8,0,6,0,0,0,1,0,1,2,0,1,162.0,10,0,2,31,4,0,8,7,4,1,3,2,1,3,2
1268,1,1982,6,2,1,5,0,0,0,1,0,1,2,0,1,230.0,11,0,2,82,4,4,7,9,4,0,3,2,1,2,2
1269,0,1982,5,1,1,3,0,0,0,1,0,1,4,0,1,165.0,5,3,5,45,5,0,8,7,4,0,3,2,1,3,5
1270,0,1982,5,1,1,4,0,0,1,1,1,1,1,0,1,138.0,1,1,3,20,5,0,8,2,1,0,3,3,1,3,3
1271,1,1981,6,0,0,4,0,0,0,0,0,0,2,0,1,207.0,2,0,2,74,3,4,7,9,0,0,3,2,1,2,2
1272,0,1984,5,3,0,4,0,0,0,0,0,0,1,0,0,130.0,2,3,5,14,4,0,8,7,2,0,3,2,1,3,5
1273,1,1984,5,10,1,4,0,0,0,0,0,0,4,1,1,145.0,5,0,2,26,5,0,8,2,1,0,3,3,1,3,2
1274,1,1983,6,1,2,5,0,0,0,1,1,1,2,1,0,187.0,4,0,5,55,5,4,7,7,4,0,3,2,1,2,2
1275,1,1981,6,4,1,2,0,0,0,1,1,1,1,0,1,160.0,10,0,2,40,5,4,9,2,1,0,3,2,1,2,2
1276,1,1984,5,9,1,2,0,0,0,1,0,1,1,1,0,230.0,1,3,5,82,5,3,6,12,2,1,2,2,1,2,5
1277,1,1981,6,4,2,6,0,0,0,0,0,0,3,1,0,185.0,7,3,5,61,5,3,9,9,4,0,2,3,1,3,5
1278,1,1984,5,7,0,4,0,0,0,0,0,0,1,1,0,162.0,1,0,2,31,5,4,7,7,0,0,2,2,1,2,2
1279,0,1982,5,2,3,6,0,0,1,1,0,1,4,0,0,145.0,5,1,2,26,5,0,8,7,4,0,3,2,1,2,3
1280,0,1984,5,2,0,4,0,0,0,0,0,0,1,0,1,146.0,0,1,3,27,3,0,3,4,4,0,3,2,1,2,3
1281,1,1980,5,8,2,5,0,0,0,1,0,1,2,0,1,220.0,3,3,5,79,5,4,7,9,4,0,3,3,3,2,5
1282,0,1982,5,6,1,5,0,0,1,1,0,1,3,0,1,250.0,8,0,2,89,2,0,8,7,4,0,3,2,1,3,2
1283,1,1981,5,9,1,5,0,0,0,1,0,1,1,0,1,158.0,7,3,5,38,5,4,9,9,4,0,3,2,1,3,5
1284,1,1981,5,5,2,3,0,0,0,1,1,1,1,1,0,145.0,10,1,3,26,5,4,1,9,4,1,3,2,1,3,3
1285,0,1984,5,3,1,5,0,0,0,0,0,0,1,0,0,127.0,6,0,2,12,5,4,7,7,4,0,3,2,1,1,2
1286,1,1984,5,11,2,3,0,0,0,1,0,1,1,1,0,145.0,4,3,5,26,5,4,7,7,4,0,3,3,1,0,5
1287,0,1984,5,9,1,2,0,0,0,1,1,1,1,0,0,137.0,3,3,5,11,5,4,1,3,4,0,2,3,1,2,5
1288,1,1982,5,9,0,8,0,0,0,1,0,1,1,1,0,165.0,5,0,2,45,5,0,8,9,4,0,3,2,1,2,2
1289,1,1982,5,6,3,3,0,0,1,1,0,1,8,1,1,165.0,0,1,5,45,4,0,8,8,4,0,3,2,1,2,3
1290,0,1981,5,6,1,4,1,0,1,0,0,0,1,0,1,122.0,2,3,5,9,3,3,6,2,1,0,3,2,1,3,5
1291,1,1982,5,9,2,5,0,1,0,0,1,1,1,0,1,195.0,6,1,3,68,5,4,7,9,4,0,3,2,1,2,3
1292,1,1982,5,9,1,4,0,0,0,1,0,1,1,0,0,240.0,6,0,2,86,5,0,8,12,4,0,3,2,1,0,2
1293,0,1983,5,6,1,5,1,0,1,1,1,1,1,1,0,300.0,9,1,5,0,5,4,9,7,4,1,3,2,1,3,3
1294,0,1984,5,0,2,4,0,1,0,0,0,0,10,1,1,109.0,8,0,2,,5,0,8,7,4,0,3,2,1,2,2
1295,1,1984,5,9,1,6,0,0,0,0,0,0,2,1,1,160.0,6,0,2,40,5,0,8,7,4,0,2,3,1,3,2
1296,1,1980,6,4,0,3,0,0,0,1,0,1,1,0,1,170.0,6,0,2,50,5,4,7,2,1,0,3,2,12,3,2
1297,1,1980,5,11,2,8,0,0,0,1,0,1,1,0,1,218.0,7,0,2,78,5,3,6,7,0,0,2,1,12,3,2
1298,1,1982,6,0,1,3,0,0,0,1,0,1,2,1,0,285.0,10,1,3,95,5,0,8,9,4,1,3,2,1,3,3
1299,1,1981,5,5,2,4,0,0,0,0,0,0,1,1,1,145.0,9,0,2,26,5,0,8,7,4,0,3,2,1,3,2
1300,0,1982,5,2,4,5,0,0,1,1,1,1,2,0,1,135.0,0,3,5,17,4,0,8,12,4,0,3,2,1,0,5
1301,1,1981,5,11,0,4,0,1,0,0,0,0,1,1,0,145.0,10,0,2,26,5,4,7,7,4,0,2,2,1,2,2
1302,0,1982,5,0,1,5,0,0,1,1,0,1,1,1,0,130.0,0,1,5,14,5,0,3,7,4,0,3,3,1,2,3
1303,1,1984,5,8,2,7,0,0,0,1,0,1,1,0,0,187.0,10,1,3,55,5,0,8,9,0,0,3,2,1,2,3
1304,0,1984,5,3,4,6,0,0,0,1,0,1,4,0,1,120.0,1,3,5,8,5,0,3,7,4,0,3,2,1,2,5
1305,0,1982,5,4,0,6,0,1,1,1,0,1,12,0,1,132.0,5,1,3,15,4,0,8,7,0,0,3,3,1,2,3
1306,0,1983,5,6,2,4,0,0,0,0,0,0,3,0,1,140.0,9,3,5,22,5,4,7,7,4,0,2,2,1,3,5
1307,1,1983,5,10,1,4,0,0,0,1,0,1,1,0,0,135.0,4,3,5,17,5,4,1,9,4,0,2,3,1,3,5
1308,0,1982,5,4,3,4,0,0,0,0,0,0,1,0,1,187.0,11,3,5,55,5,4,7,9,0,0,3,3,1,2,5
1309,1,1984,5,9,0,10,0,0,0,1,0,1,3,1,1,162.0,10,0,2,31,5,0,8,12,4,0,3,2,1,3,2
1310,1,1983,6,0,2,5,0,0,0,1,0,1,1,0,0,187.0,1,3,5,55,5,4,7,9,2,0,2,2,1,2,5
1311,1,1983,5,9,1,3,0,0,0,1,0,1,1,1,0,187.0,6,0,2,55,4,0,8,3,4,0,3,3,1,3,2
1312,1,1982,6,0,2,6,0,0,0,1,1,1,1,1,0,160.0,11,0,2,40,4,0,8,7,4,0,3,2,1,3,2
1313,1,1981,5,9,0,5,0,0,0,1,0,1,4,0,1,205.0,5,0,2,73,5,4,9,9,4,0,3,2,1,2,2
1314,1,1984,5,8,2,5,0,0,0,1,0,1,1,0,0,160.0,1,3,5,40,5,0,8,9,4,0,3,3,1,2,5
1315,1,1984,5,7,0,5,0,0,0,1,1,1,8,0,1,140.0,9,1,5,22,5,0,8,9,4,1,3,3,1,2,3
1316,1,1983,5,9,4,3,0,0,0,1,1,1,6,0,0,157.0,3,3,5,37,5,4,7,5,4,0,2,3,1,3,5
1317,1,1980,5,11,0,4,0,0,0,0,0,0,1,0,1,210.0,2,3,5,75,5,4,1,5,0,0,3,2,3,3,5
1318,1,1980,6,3,3,6,0,0,0,1,0,1,1,0,1,255.0,11,3,5,90,2,3,6,3,2,0,3,2,12,3,5
1319,1,1981,5,10,2,5,0,0,0,1,0,1,1,0,0,253.0,8,3,5,,5,4,9,9,4,0,3,2,1,1,5
1320,0,1984,5,10,2,4,0,0,0,0,0,0,1,0,0,162.0,9,3,5,31,5,0,8,7,4,0,3,3,1,2,5
1321,0,1984,5,10,1,4,0,0,0,1,0,1,1,0,1,127.0,9,0,2,12,5,4,1,9,4,0,3,2,1,2,2
1322,1,1980,5,11,6,7,1,0,0,1,0,1,1,1,0,155.0,2,3,5,35,4,4,7,2,1,0,2,2,12,2,5
1323,0,1982,5,7,1,5,0,0,0,0,0,0,1,0,1,120.0,4,3,5,8,5,0,8,7,4,1,3,2,1,1,5
1324,1,1982,5,11,1,4,0,0,0,1,1,1,1,1,0,212.0,10,3,5,71,5,4,9,9,4,0,3,2,1,3,5
1325,1,1981,5,11,3,5,0,0,0,1,0,1,2,0,0,195.0,9,3,5,68,5,4,0,9,2,0,3,2,1,2,5
1326,1,1982,6,3,1,3,0,1,0,0,0,0,1,1,1,190.0,10,3,5,65,5,0,8,5,2,0,2,2,1,3,5
1327,1,1982,5,9,3,5,0,0,0,1,0,1,1,0,1,135.0,1,3,5,17,5,0,7,2,1,0,2,3,1,2,5
1328,1,1984,6,2,4,7,0,1,0,1,0,1,2,0,0,180.0,3,1,2,57,5,0,3,7,0,0,3,2,1,1,3
1329,1,1983,5,8,2,5,0,0,0,1,0,1,2,1,1,170.0,9,3,5,50,5,4,7,9,4,0,2,3,1,2,5
1330,0,1984,5,6,3,4,0,0,0,1,0,1,1,0,1,162.0,1,0,2,31,5,0,8,7,0,0,3,2,1,2,2
1331,1,1982,6,2,2,6,0,0,0,1,0,1,2,0,1,187.0,1,3,5,55,5,0,8,9,4,0,2,3,1,3,5
1332,0,1982,5,1,3,6,0,0,0,1,0,1,1,0,0,212.0,11,1,5,71,5,0,3,7,4,0,3,2,1,3,3
1333,1,1983,6,3,1,4,0,0,0,0,0,0,1,0,0,162.0,5,3,5,31,5,4,7,9,4,1,2,3,1,1,5
1334,0,1983,5,6,3,3,1,0,0,1,1,1,3,0,0,162.0,4,0,2,42,4,0,8,7,4,0,3,3,1,2,2
1335,0,1982,5,1,3,5,0,1,0,1,1,1,1,0,0,238.0,0,0,2,85,5,4,7,7,4,0,3,2,1,3,2
1336,1,1980,5,9,3,4,0,0,0,0,0,0,2,0,1,180.0,10,1,2,57,4,3,0,7,4,0,2,3,2,3,3
1337,1,1981,5,10,1,4,0,0,0,0,0,0,1,0,0,180.0,5,3,5,57,5,4,1,9,4,0,2,2,1,2,5
1338,1,1980,5,10,2,10,0,1,0,0,0,0,3,1,1,235.0,6,0,2,83,5,0,8,7,4,0,2,2,2,2,2
1339,1,1984,5,8,1,4,0,0,0,1,1,1,2,0,0,162.0,7,3,5,31,5,0,3,9,4,0,2,2,1,2,5
1340,1,1982,5,7,0,6,0,1,0,1,1,1,10,0,1,180.0,8,1,5,57,5,0,8,7,4,0,3,2,1,2,3
1341,1,1984,5,10,0,7,0,0,0,0,0,0,4,1,1,155.0,7,0,2,35,5,0,3,9,2,0,3,2,1,3,2
1342,1,1982,6,0,0,4,0,1,0,1,0,1,3,1,1,165.0,6,3,5,45,5,3,6,7,4,0,2,2,1,3,5
1343,0,1980,5,4,3,4,0,0,1,0,0,0,1,1,0,115.0,3,3,5,5,5,4,7,7,4,0,3,2,4,1,5
1344,1,1981,5,10,4,5,0,0,0,1,0,1,2,0,0,202.0,2,1,3,72,4,4,1,3,4,1,3,2,1,2,3
1345,1,1983,5,6,1,9,0,0,0,1,0,1,2,0,0,140.0,6,1,3,22,4,0,8,2,1,1,3,2,1,3,3
1346,1,1982,5,10,0,4,0,0,0,1,1,1,3,0,1,160.0,8,0,2,40,5,0,8,2,1,0,2,2,1,1,2
1347,0,1981,5,5,0,2,0,0,0,1,1,1,1,0,0,135.0,6,3,5,17,5,4,1,7,4,0,3,2,1,2,5
1348,1,1984,5,4,1,3,0,0,0,0,1,1,1,0,1,160.0,5,3,5,40,5,0,8,7,2,0,2,3,1,2,5
1349,1,1984,6,0,2,4,0,1,0,1,0,1,1,1,1,145.0,1,0,2,26,5,0,8,7,4,0,3,2,1,3,2
1350,1,1982,6,3,1,3,0,0,1,0,0,0,3,1,1,195.0,4,0,2,68,4,4,7,12,4,0,3,2,1,2,2
1351,0,1982,5,2,3,3,0,0,0,1,0,1,1,0,1,172.0,10,0,2,52,5,4,0,8,2,0,0,0,1,2,2
1352,0,1980,5,6,0,4,0,0,1,0,0,0,1,0,0,124.0,1,2,5,10,3,0,8,2,1,0,3,3,0,3,4
1353,1,1982,6,1,2,4,1,0,1,1,0,1,1,0,1,162.0,6,0,2,31,4,3,6,7,4,0,3,2,1,3,2
1354,1,1981,5,11,2,4,1,0,0,1,0,1,2,1,0,212.0,8,0,2,71,5,3,6,7,4,0,3,3,1,0,2
1355,1,1983,5,10,2,3,0,0,0,1,0,1,1,1,0,155.0,10,0,2,35,5,4,7,7,4,0,3,2,1,2,2
1356,1,1984,6,1,2,6,0,0,0,1,0,1,1,1,0,165.0,10,3,5,45,5,3,6,9,4,0,2,2,1,2,5
1357,1,1982,6,2,2,3,0,0,0,1,1,1,2,0,1,180.0,9,3,5,57,4,0,8,5,0,0,2,3,1,2,5
1358,1,1983,5,11,4,5,0,0,0,1,1,1,3,1,1,162.0,7,3,5,31,5,3,6,9,2,0,3,2,1,3,5
1359,1,1980,6,1,3,5,1,0,0,1,1,1,4,1,1,170.0,1,3,5,50,4,4,7,9,4,0,2,3,8,3,5
1360,1,1982,5,10,3,6,0,0,1,1,0,1,5,1,1,187.0,3,3,5,55,4,0,8,9,2,0,2,3,1,3,5
1361,0,1984,5,2,1,5,0,0,0,0,0,0,1,0,0,170.0,9,1,3,50,5,0,3,7,4,0,3,2,1,2,3
1362,1,1984,5,11,3,4,0,0,0,1,0,1,1,0,1,140.0,2,3,5,22,5,3,6,7,4,0,3,3,1,2,5
1363,0,1984,5,4,0,3,0,0,0,0,1,1,3,0,1,122.0,6,3,5,9,5,3,6,7,4,0,3,2,1,3,5
1364,1,1982,5,9,1,4,0,0,0,0,0,0,1,0,0,145.0,2,3,5,26,4,0,8,5,2,0,3,2,1,2,5
1365,0,1981,5,4,1,4,0,1,0,1,1,1,1,0,0,140.0,2,3,5,22,5,4,7,2,1,0,3,2,1,3,5
1366,0,1980,5,7,2,5,0,0,0,1,1,1,6,0,1,140.0,8,3,5,22,4,4,7,9,4,0,2,2,11,2,5
1367,1,1983,5,8,2,4,0,1,0,1,1,1,1,0,0,140.0,5,3,5,22,5,4,7,9,2,0,3,2,1,2,5
1368,1,1981,6,2,2,5,0,0,0,0,0,0,1,0,0,160.0,11,3,5,40,5,4,9,9,2,0,3,2,1,2,5
1369,0,1984,5,5,1,3,0,0,0,1,0,1,1,0,0,156.0,0,3,5,36,5,0,3,7,2,0,3,2,1,3,5
1370,0,1982,5,2,4,5,0,1,0,0,1,1,1,1,0,140.0,11,1,3,22,3,0,8,7,4,0,3,3,1,3,3
1371,0,1981,5,5,0,4,0,1,0,0,0,0,2,0,1,140.0,6,3,5,22,1,0,8,7,4,1,3,2,1,3,5
1372,1,1984,5,8,3,5,0,1,0,1,1,1,1,0,0,319.0,8,0,2,0,5,0,8,7,4,0,3,2,1,2,2
1373,1,1983,5,8,2,5,0,0,0,1,0,1,1,0,0,240.0,6,3,5,86,5,4,7,9,0,0,0,0,1,2,5
1374,0,1984,5,6,2,4,0,0,1,0,0,0,1,1,1,187.0,4,3,5,55,5,0,8,9,2,0,3,3,1,3,5
1375,1,1981,6,1,1,9,0,0,0,1,0,1,2,0,0,255.0,9,0,2,90,5,0,6,0,4,0,3,3,1,3,2
1376,1,1982,6,2,4,4,0,0,0,1,1,1,4,1,1,190.0,9,3,5,65,5,0,8,9,4,0,2,3,1,3,5
1377,1,1983,6,0,4,3,0,0,0,1,1,1,3,1,0,165.0,7,3,5,45,5,4,9,9,2,0,3,3,1,3,5
1378,1,1980,6,2,1,3,0,0,0,1,1,1,1,0,1,194.0,6,3,5,67,4,4,7,7,2,0,2,3,12,1,5
1379,1,1981,6,2,4,5,1,0,1,1,0,1,2,0,1,189.0,11,0,2,64,4,3,6,7,4,1,3,2,1,2,2
1380,1,1981,6,2,0,7,0,1,0,0,0,0,1,1,1,248.0,0,1,2,88,5,0,8,2,1,0,3,2,1,3,3
1381,1,1982,5,5,1,4,0,0,0,1,1,1,12,0,1,170.0,9,1,3,50,5,0,8,2,1,0,2,3,1,2,3
1382,1,1980,5,8,3,5,0,0,0,0,0,0,5,0,0,250.0,10,0,2,89,5,0,8,7,4,0,3,2,12,3,2
1383,1,1982,6,1,2,5,0,0,1,1,0,1,1,0,0,237.0,4,0,2,81,5,4,7,0,0,0,2,2,1,3,2
1384,1,1981,5,9,2,4,0,0,0,1,1,1,1,0,1,140.0,0,3,5,22,5,4,7,5,4,0,3,2,1,1,5
1385,0,1981,5,5,3,4,0,0,0,1,0,1,1,0,0,135.0,1,1,4,17,3,0,8,9,2,0,0,3,1,1,3
1386,1,1983,6,0,5,3,0,0,0,0,0,0,1,0,0,210.0,4,3,5,75,5,4,9,7,4,1,3,2,1,2,5
1387,1,1981,6,0,2,4,0,0,0,1,0,1,3,0,1,210.0,5,3,5,75,5,4,9,9,4,0,3,2,1,2,5
1388,1,1982,6,2,4,5,0,0,0,1,0,1,1,0,0,165.0,6,3,5,45,5,4,9,9,0,0,3,2,1,2,5
1389,0,1981,5,4,0,5,0,0,1,1,0,1,1,0,1,183.0,2,1,5,59,3,0,8,2,1,0,3,2,1,3,3
1390,1,1980,5,10,2,4,0,0,0,1,1,1,2,0,1,162.0,2,0,2,31,5,0,7,7,0,1,3,2,2,3,2
1391,0,1983,5,5,2,5,0,0,0,1,1,1,1,0,0,115.0,5,3,5,5,5,4,1,9,4,0,2,3,1,2,5
1392,1,1983,5,9,2,4,0,0,0,1,1,1,1,0,0,187.0,5,3,5,55,5,4,1,9,4,0,3,2,1,2,5
1393,0,1981,5,6,2,5,0,0,0,1,1,1,1,0,1,115.0,0,3,5,5,5,4,1,9,2,0,3,2,1,2,5
1394,1,1982,5,7,3,4,0,0,0,1,0,1,1,1,1,140.0,1,0,2,22,5,0,8,7,4,0,3,2,1,2,2
1395,0,1984,5,7,1,3,0,0,0,0,0,0,1,0,0,120.0,10,0,2,8,5,0,8,7,4,1,3,2,1,3,2
1396,0,1984,6,0,1,7,0,0,0,1,1,1,3,0,1,220.0,7,3,5,79,5,0,3,7,4,0,2,2,1,2,5
1397,0,1984,5,8,4,5,0,1,0,1,0,1,2,1,0,245.0,10,3,5,87,5,4,7,7,4,1,3,3,1,3,5
1398,1,1984,5,6,1,4,0,0,0,0,1,1,6,0,1,162.0,2,1,3,31,5,0,8,7,2,0,2,2,1,2,3
1399,1,1983,5,4,3,2,0,0,0,1,1,1,6,1,1,195.0,4,1,5,68,4,4,7,2,1,0,3,2,1,2,3
1400,1,1982,6,2,4,4,0,0,0,1,0,1,1,0,1,185.0,11,0,2,61,5,1,1,9,4,0,2,2,1,2,2
1401,0,1983,5,2,0,5,0,0,1,0,0,0,1,0,0,140.0,9,0,2,22,5,0,7,10,4,0,3,3,1,1,2
1402,1,1981,5,11,2,3,0,0,0,1,1,1,2,1,1,162.0,10,3,5,31,5,0,8,5,4,0,2,2,1,3,5
1403,1,1982,6,0,4,4,0,0,0,0,0,0,4,0,1,237.0,2,3,5,81,5,4,7,9,4,0,2,3,1,2,5
1404,1,1981,5,6,2,4,0,0,0,0,0,0,1,0,0,160.0,9,1,3,40,5,4,7,9,4,0,3,2,1,2,3
1405,1,1982,6,0,4,4,0,0,0,1,1,1,5,0,1,165.0,9,3,5,45,5,0,8,2,1,0,3,2,1,3,5
1406,1,1980,6,7,1,3,0,0,1,0,0,0,1,1,1,220.0,5,0,2,79,5,4,1,5,4,0,3,1,2,2,2
1407,1,1981,5,4,1,4,0,0,0,0,0,0,7,1,1,130.0,5,1,5,14,5,0,8,7,3,0,3,2,1,2,3
1408,1,1983,6,0,2,5,0,0,0,1,1,1,1,1,1,170.0,10,3,5,50,5,4,7,7,4,0,2,2,1,2,5
1409,1,1980,5,10,2,3,0,0,0,0,0,0,2,1,1,187.0,6,3,5,55,5,0,8,7,2,0,2,3,12,2,5
1410,1,1982,5,10,0,5,0,0,0,1,1,1,1,0,1,190.0,3,3,5,65,5,4,7,9,0,0,2,3,1,2,5
1411,1,1980,5,10,1,3,0,0,0,1,1,1,1,0,0,170.0,6,3,1,50,5,4,9,2,1,0,2,2,6,3,1
