sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,homeless_for_2+_nights_over_last_5_years,used_cocaine_or_other_hard_drug_in_last_4_years,number_of_arrests_in_last_5_years,weight_in_lbs,height_total_inches,target
male,"never married, not cohabiting",0,4,"biological mother, other parent present",False,True,2,162.0,68,0
male,"separated, not cohabiting",1,5,"other adults, biological parent status unknown, not group quarters",False,False,3,160.0,67,0
male,"never married, cohabiting",4,4,"biological mother, marital status unknown",False,True,3,210.0,65,0
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,10,109.0,60,1
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,2,137.0,64,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,3,160.0,65,0
male,"never married, not cohabiting",3,4,"biological dad, marital status unknown",False,False,1,182.0,67,0
male,"never married, cohabiting",3,3,"biological mother, marital status unknown",False,False,3,170.0,69,0
male,"never married, not cohabiting",2,4,"other adults, biological parent status unknown, not group quarters",False,False,1,165.0,70,1
female,"never married, not cohabiting",5,3,"biological mother, marital status unknown",False,False,1,165.0,67,0
female,"never married, not cohabiting",2,4,both biological parents,False,False,1,185.0,65,0
male,"never married, not cohabiting",2,5,Unknown,False,False,1,145.0,76,1
male,"never married, not cohabiting",2,5,Unknown,False,False,3,122.0,64,0
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,False,2,187.0,73,0
female,"never married, not cohabiting",0,2,"biological mother, marital status unknown",True,False,2,257.5,67,0
male,"never married, not cohabiting",0,7,"biological mother, marital status unknown",False,False,2,170.0,68,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,4,170.0,70,0
male,"never married, not cohabiting",0,4,"other adults, biological parent status unknown, not group quarters",False,True,6,180.0,69,1
female,"never married, not cohabiting",0,9,"biological mother, marital status unknown",True,False,1,173.0,62,0
male,"never married, not cohabiting",1,9,Unknown,False,False,2,255.0,73,0
female,"never married, not cohabiting",4,4,"biological mother, marital status unknown",False,True,1,137.0,64,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,True,5,230.0,73,1
male,"never married, not cohabiting",1,8,"biological mother, marital status unknown",False,False,2,212.0,72,0
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,True,2,240.0,71,0
male,"married, spouse absent",0,7,Unknown,False,False,5,138.0,72,0
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",False,False,1,180.0,72,0
male,"divorced, not cohabiting",6,7,"biological dad, marital status unknown",False,True,5,187.0,73,1
male,"never married, cohabiting",3,2,"biological mother, other parent present",False,True,7,250.0,74,1
male,"never married, not cohabiting",1,6,both biological parents,False,True,1,187.0,72,0
male,"never married, not cohabiting",1,5,both biological parents,False,True,1,165.0,57,1
male,"never married, not cohabiting",1,6,"other adults, biological parent status unknown, not group quarters",False,False,9,137.0,63,0
female,"married, spouse present",1,3,"biological mother, marital status unknown",False,True,2,148.0,68,0
female,"never married, not cohabiting",1,6,Unknown,False,True,2,108.0,64,1
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,1,186.0,73,0
male,"never married, not cohabiting",0,6,both biological parents,False,True,3,135.0,72,1
male,"never married, not cohabiting",3,4,Unknown,False,False,2,170.0,70,1
male,"never married, not cohabiting",1,6,"biological mother, marital status unknown",False,False,1,170.0,66,0
male,"never married, not cohabiting",1,5,Unknown,False,False,2,190.0,69,1
female,"married, spouse present",1,3,"biological mother, marital status unknown",False,True,2,140.0,65,0
male,"never married, not cohabiting",2,6,both biological parents,False,False,1,187.0,70,0
male,"never married, not cohabiting",0,6,Unknown,False,False,1,230.0,73,1
male,"never married, cohabiting",1,3,"other adults, biological parent status unknown, not group quarters",False,False,3,195.0,75,1
female,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,True,7,187.0,72,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,7,130.0,64,1
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,5,212.0,75,1
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,140.0,66,1
male,"never married, not cohabiting",3,2,"biological mother, marital status unknown",False,False,1,155.0,69,0
female,"never married, not cohabiting",4,3,"biological mother, marital status unknown",False,False,1,165.0,70,1
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,False,1,255.0,68,0
female,"married, spouse present",3,3,both biological parents,False,False,2,170.0,63,0
male,"never married, not cohabiting",2,5,both biological parents,False,False,1,187.0,75,0
female,"married, spouse present",1,4,both biological parents,False,False,1,135.0,61,0
male,"never married, not cohabiting",1,5,both biological parents,False,False,2,170.0,68,0
male,"never married, not cohabiting",2,2,Unknown,False,False,1,180.0,67,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,2,212.0,70,1
female,"married, spouse absent",6,5,Unknown,False,False,1,132.0,62,0
male,"never married, not cohabiting",2,5,both biological parents,False,False,2,220.0,68,0
female,"never married, not cohabiting",0,6,"biological mother, marital status unknown",True,False,1,160.0,65,1
male,"never married, not cohabiting",2,8,"biological mother, marital status unknown",False,False,2,166.0,73,1
male,"never married, not cohabiting",0,8,"biological mother, marital status unknown",False,False,3,168.0,72,0
female,"never married, not cohabiting",1,8,"biological mother, marital status unknown",False,False,1,178.0,67,0
female,"never married, not cohabiting",1,10,"biological mother, marital status unknown",False,False,3,105.0,64,0
male,"never married, not cohabiting",1,5,"other adults, biological parent status unknown, not group quarters",False,False,1,215.0,72,0
male,"married, spouse present",1,2,"biological dad, marital status unknown",False,False,1,185.0,68,0
male,"married, spouse absent",3,6,adoptive parent(s),False,False,1,255.0,75,0
male,"never married, cohabiting",1,4,"biological mother, other parent present",False,False,4,190.0,76,0
